athlete_id,athlete_name,club,position,age,session_number,session_date,heart_rate,hrv,training_load,fatigue_score,recovery_hours,sleep_hours,previous_injury_flag,readiness_score,injury_risk
ATH-264,Player 17,Elmhurst Athletic,Right Winger,31,6,2026-01-19,68.4,64.3,78.6,6.1,7.7,6.8,0,100.0,0
ATH-264,Player 17,Elmhurst Athletic,Right Winger,31,7,2026-01-29,70.9,59.4,65.6,7.9,9.1,5.8,0,96.0,0
ATH-264,Player 17,Elmhurst Athletic,Right Winger,31,8,2026-01-17,74.9,45.4,77.5,6.5,11.3,4.4,0,100.0,0
ATH-264,Player 17,Elmhurst Athletic,Right Winger,31,9,2026-01-28,73.0,52.2,89.1,10.0,9.3,5.8,0,77.3,0
ATH-264,Player 17,Elmhurst Athletic,Right Winger,31,10,2026-01-31,77.8,63.0,70.2,9.8,8.0,5.2,0,78.1,0
ATH-264,Player 17,Elmhurst Athletic,Right Winger,31,11,2026-01-23,73.7,55.5,71.4,7.1,9.2,4.9,0,96.9,0
ATH-264,Player 17,Elmhurst Athletic,Right Winger,31,12,2026-01-25,70.7,55.2,88.5,7.5,8.4,5.8,0,89.3,0
ATH-239,Player 18,Oakfield FC,Left Back,30,1,2026-01-03,81.1,30.0,58.1,7.1,4.8,5.0,1,79.1,0
ATH-239,Player 18,Oakfield FC,Left Back,30,2,2026-01-07,76.9,36.1,90.0,5.4,6.7,6.9,1,94.6,0
ATH-239,Player 18,Oakfield FC,Left Back,30,3,2026-01-13,79.4,39.7,65.7,4.6,5.2,6.4,1,98.7,0
ATH-239,Player 18,Oakfield FC,Left Back,30,4,2026-01-09,80.5,29.0,80.3,7.3,5.6,6.5,1,79.1,0
ATH-239,Player 18,Oakfield FC,Left Back,30,5,2026-01-16,81.4,36.4,68.5,4.5,7.4,6.1,1,100.0,0
ATH-239,Player 18,Oakfield FC,Left Back,30,6,2026-01-25,79.6,45.9,61.3,4.8,7.1,5.9,1,100.0,0
ATH-239,Player 18,Oakfield FC,Left Back,30,7,2026-01-22,79.9,24.4,75.7,7.2,7.9,5.9,1,87.9,0
ATH-239,Player 18,Oakfield FC,Left Back,30,8,2026-01-17,81.3,27.6,76.4,5.5,6.7,5.7,1,93.1,0
ATH-239,Player 18,Oakfield FC,Left Back,30,9,2026-02-06,78.2,34.7,81.3,4.8,6.6,6.1,1,97.7,0
ATH-239,Player 18,Oakfield FC,Left Back,30,10,2026-02-10,86.8,30.7,77.2,5.7,6.1,5.7,1,89.8,0
ATH-239,Player 18,Oakfield FC,Left Back,30,11,2026-01-23,72.2,34.2,83.8,4.4,5.2,7.2,1,96.6,0
ATH-239,Player 18,Oakfield FC,Left Back,30,12,2026-01-25,79.4,31.4,65.8,4.8,5.6,6.6,1,98.4,0
ATH-446,Player 19,Riverside United,Goalkeeper,18,1,2026-01-05,64.0,53.4,49.2,2.7,7.4,9.4,0,100.0,0
ATH-446,Player 19,Riverside United,Goalkeeper,18,2,2026-01-07,60.7,54.0,70.9,4.8,10.4,8.6,0,100.0,0
ATH-446,Player 19,Riverside United,Goalkeeper,18,3,2026-01-10,74.6,58.3,44.0,4.9,8.3,8.6,0,100.0,0
ATH-446,Player 19,Riverside United,Goalkeeper,18,4,2026-01-17,68.2,49.7,46.9,2.9,8.2,8.0,0,100.0,0
ATH-446,Player 19,Riverside United,Goalkeeper,18,5,2026-01-16,68.9,52.0,39.8,2.9,8.7,8.2,0,100.0,0
ATH-446,Player 19,Riverside United,Goalkeeper,18,6,2026-01-25,66.9,67.7,50.6,5.0,6.5,8.4,0,100.0,0
ATH-446,Player 19,Riverside United,Goalkeeper,18,7,2026-01-15,67.7,53.9,51.8,3.5,8.9,9.5,0,100.0,0
ATH-446,Player 19,Riverside United,Goalkeeper,18,8,2026-01-25,64.4,37.3,63.9,4.4,7.8,8.5,0,100.0,0
ATH-446,Player 19,Riverside United,Goalkeeper,18,9,2026-02-06,70.3,57.2,37.1,4.0,8.5,8.9,0,100.0,0
ATH-446,Player 19,Riverside United,Goalkeeper,18,10,2026-01-21,58.2,52.8,61.8,5.5,8.0,8.9,0,100.0,0
ATH-446,Player 19,Riverside United,Goalkeeper,18,11,2026-02-14,66.5,59.0,36.7,2.3,8.0,9.2,0,100.0,0
ATH-446,Player 19,Riverside United,Goalkeeper,18,12,2026-01-25,72.5,57.6,49.6,2.5,8.5,8.2,0,100.0,0
ATH-675,Player 20,Harbour Vale,Left Winger,21,1,2026-01-05,56.3,57.8,79.9,6.1,8.3,7.3,0,100.0,0
ATH-675,Player 20,Harbour Vale,Left Winger,21,2,2026-01-07,65.2,60.5,85.0,4.3,8.3,7.2,0,100.0,0
ATH-675,Player 20,Harbour Vale,Left Winger,21,3,2026-01-07,68.2,50.2,87.4,4.8,5.9,6.8,0,97.5,0
ATH-675,Player 20,Harbour Vale,Left Winger,21,4,2026-01-17,76.7,45.8,75.2,4.7,7.8,6.2,0,100.0,0
ATH-675,Player 20,Harbour Vale,Left Winger,21,5,2026-01-16,68.6,53.1,78.7,3.0,5.5,5.9,0,100.0,0
ATH-675,Player 20,Harbour Vale,Left Winger,21,6,2026-01-19,70.3,50.8,80.2,2.5,7.0,6.8,0,100.0,0
ATH-675,Player 20,Harbour Vale,Left Winger,21,7,2026-01-22,63.3,51.9,74.5,2.7,6.2,6.9,0,100.0,0
ATH-675,Player 20,Harbour Vale,Left Winger,21,8,2026-01-17,60.8,53.5,73.7,6.5,6.5,6.4,0,92.6,0
ATH-675,Player 20,Harbour Vale,Left Winger,21,9,2026-01-19,69.2,51.2,92.2,5.0,7.9,7.1,0,100.0,0
ATH-675,Player 20,Harbour Vale,Left Winger,21,10,2026-02-10,67.4,48.6,80.9,4.2,7.7,5.4,0,100.0,0
ATH-675,Player 20,Harbour Vale,Left Winger,21,11,2026-02-14,64.5,52.0,75.9,4.9,8.1,7.2,0,100.0,0
ATH-675,Player 20,Harbour Vale,Left Winger,21,12,2026-01-25,68.7,53.4,74.8,2.5,7.3,5.4,0,100.0,0
ATH-442,Player 21,Oakfield FC,Centre Back,24,1,2026-01-04,63.7,82.9,91.5,4.6,5.8,7.9,0,100.0,0
ATH-442,Player 21,Oakfield FC,Centre Back,24,2,2026-01-09,68.1,83.7,73.9,5.3,5.2,7.4,0,100.0,0
ATH-442,Player 21,Oakfield FC,Centre Back,24,3,2026-01-07,64.4,83.7,64.8,4.7,6.5,5.9,0,100.0,0
ATH-442,Player 21,Oakfield FC,Centre Back,24,4,2026-01-13,65.3,84.8,70.8,6.6,5.0,7.6,0,94.4,0
ATH-442,Player 21,Oakfield FC,Centre Back,24,5,2026-01-16,71.9,81.3,97.1,4.8,6.4,8.0,0,100.0,0
ATH-442,Player 21,Oakfield FC,Centre Back,24,6,2026-01-13,69.8,84.9,62.6,5.8,5.6,6.5,0,100.0,0
ATH-442,Player 21,Oakfield FC,Centre Back,24,7,2026-01-22,69.0,91.6,82.0,4.8,7.0,5.1,0,100.0,0
ATH-442,Player 21,Oakfield FC,Centre Back,24,8,2026-01-17,67.1,92.8,85.3,6.7,6.6,7.5,0,97.5,0
ATH-442,Player 21,Oakfield FC,Centre Back,24,9,2026-01-19,65.7,79.6,77.8,7.5,8.1,7.1,0,97.6,0
ATH-442,Player 21,Oakfield FC,Centre Back,24,10,2026-01-31,75.1,82.2,60.3,5.1,6.1,6.8,0,100.0,0
ATH-442,Player 21,Oakfield FC,Centre Back,24,11,2026-02-14,67.5,95.6,73.9,4.5,6.4,6.4,0,100.0,0
ATH-442,Player 21,Oakfield FC,Centre Back,24,12,2026-02-06,65.3,77.1,62.7,5.6,6.1,7.5,0,100.0,0
ATH-819,Player 22,Eastgate Rovers,Left Back,26,1,2026-01-03,62.4,61.9,87.1,2.7,8.2,6.6,1,100.0,0
ATH-819,Player 22,Eastgate Rovers,Left Back,26,2,2026-01-09,73.7,64.6,87.6,2.3,8.8,6.0,1,100.0,0
ATH-819,Player 22,Eastgate Rovers,Left Back,26,3,2026-01-10,69.3,64.8,75.1,3.0,7.3,4.7,1,100.0,0
ATH-819,Player 22,Eastgate Rovers,Left Back,26,4,2026-01-17,65.2,57.4,80.0,2.3,8.8,5.5,1,100.0,0
ATH-819,Player 22,Eastgate Rovers,Left Back,26,5,2026-01-11,63.8,77.5,94.2,2.4,7.1,8.5,1,100.0,0
ATH-819,Player 22,Eastgate Rovers,Left Back,26,6,2026-01-13,66.3,51.7,65.3,2.3,7.2,5.9,1,100.0,0
ATH-819,Player 22,Eastgate Rovers,Left Back,26,7,2026-01-29,61.7,55.2,83.1,2.5,6.4,5.6,1,100.0,0
ATH-819,Player 22,Eastgate Rovers,Left Back,26,8,2026-01-25,71.0,67.1,77.7,3.7,9.2,5.6,1,100.0,0
ATH-819,Player 22,Eastgate Rovers,Left Back,26,9,2026-01-28,68.9,53.0,83.3,1.2,8.5,6.4,1,100.0,0
ATH-819,Player 22,Eastgate Rovers,Left Back,26,10,2026-01-31,61.8,70.0,85.9,1.0,8.4,5.8,1,100.0,0
ATH-819,Player 22,Eastgate Rovers,Left Back,26,11,2026-02-14,67.3,54.5,56.5,2.6,7.9,5.4,1,100.0,0
ATH-819,Player 22,Eastgate Rovers,Left Back,26,12,2026-02-18,66.2,57.5,89.4,3.3,9.7,6.8,1,100.0,0
ATH-352,Player 23,Crownfield United,Striker,25,1,2026-01-04,67.5,55.4,75.6,6.0,9.6,8.1,1,100.0,0
ATH-352,Player 23,Crownfield United,Striker,25,2,2026-01-05,78.8,57.3,72.9,2.7,10.2,7.3,1,100.0,0
ATH-352,Player 23,Crownfield United,Striker,25,3,2026-01-10,67.0,63.4,78.5,2.9,8.4,8.3,1,100.0,0
ATH-352,Player 23,Crownfield United,Striker,25,4,2026-01-17,71.5,63.2,88.7,1.3,8.1,8.3,1,100.0,0
ATH-352,Player 23,Crownfield United,Striker,25,5,2026-01-16,71.7,72.7,85.1,1.0,9.3,7.5,1,100.0,0
ATH-352,Player 23,Crownfield United,Striker,25,6,2026-01-13,81.6,67.8,72.1,1.0,8.6,8.3,1,100.0,0
ATH-352,Player 23,Crownfield United,Striker,25,7,2026-01-15,71.4,59.7,80.8,3.4,6.9,8.2,1,100.0,0
ATH-352,Player 23,Crownfield United,Striker,25,8,2026-02-02,70.8,63.0,71.6,1.0,6.6,8.9,1,100.0,0
ATH-352,Player 23,Crownfield United,Striker,25,9,2026-01-19,71.1,73.7,84.7,1.5,8.1,7.8,1,100.0,0
ATH-352,Player 23,Crownfield United,Striker,25,10,2026-01-31,71.4,51.8,77.5,3.3,6.2,7.9,1,100.0,0
ATH-352,Player 23,Crownfield United,Striker,25,11,2026-02-03,68.4,61.6,88.8,3.3,7.3,8.1,1,100.0,0
ATH-352,Player 23,Crownfield United,Striker,25,12,2026-02-06,68.1,74.2,93.6,4.7,8.4,6.8,1,100.0,0
ATH-268,Player 24,Metro Sporting,Left Winger,24,1,2026-01-03,78.1,58.8,74.3,3.5,6.2,7.3,0,100.0,0
ATH-268,Player 24,Metro Sporting,Left Winger,24,2,2026-01-09,77.1,63.7,75.3,4.8,5.7,7.0,0,100.0,0
ATH-268,Player 24,Metro Sporting,Left Winger,24,3,2026-01-13,71.6,58.1,69.5,4.0,6.6,7.4,0,100.0,0
ATH-268,Player 24,Metro Sporting,Left Winger,24,4,2026-01-17,78.3,51.4,67.4,2.9,6.4,7.7,0,100.0,0
ATH-268,Player 24,Metro Sporting,Left Winger,24,5,2026-01-11,81.2,62.3,78.6,2.6,4.7,8.0,0,100.0,0
ATH-268,Player 24,Metro Sporting,Left Winger,24,6,2026-01-13,78.2,53.1,83.4,3.1,6.2,7.5,0,100.0,0
ATH-268,Player 24,Metro Sporting,Left Winger,24,7,2026-01-22,80.3,53.8,77.1,4.9,6.4,6.7,0,100.0,0
ATH-268,Player 24,Metro Sporting,Left Winger,24,8,2026-02-02,73.6,72.3,73.8,4.2,7.9,6.5,0,100.0,0
ATH-268,Player 24,Metro Sporting,Left Winger,24,9,2026-01-28,76.9,47.1,77.3,4.0,4.6,7.1,0,99.9,0
ATH-268,Player 24,Metro Sporting,Left Winger,24,10,2026-01-21,72.1,66.8,73.2,4.0,6.0,7.1,0,100.0,0
ATH-268,Player 24,Metro Sporting,Left Winger,24,11,2026-02-14,79.2,70.3,65.0,4.2,5.2,6.6,0,100.0,0
ATH-268,Player 24,Metro Sporting,Left Winger,24,12,2026-02-18,82.4,60.9,86.0,2.5,6.6,7.9,0,100.0,0
ATH-102,Player 25,Redstone Athletic,Centre Back,22,1,2026-01-04,73.2,75.4,88.2,5.1,8.5,6.3,0,100.0,0
ATH-102,Player 25,Redstone Athletic,Centre Back,22,2,2026-01-05,73.4,64.4,77.6,3.0,7.2,6.9,0,100.0,0
ATH-102,Player 25,Redstone Athletic,Centre Back,22,3,2026-01-13,81.0,68.6,88.8,6.7,8.8,5.6,0,97.1,0
ATH-102,Player 25,Redstone Athletic,Centre Back,22,4,2026-01-09,81.1,77.1,61.7,5.2,10.4,6.6,0,100.0,0
ATH-102,Player 25,Redstone Athletic,Centre Back,22,5,2026-01-16,69.5,72.9,72.0,6.5,8.2,5.7,0,100.0,0
ATH-102,Player 25,Redstone Athletic,Centre Back,22,6,2026-01-13,80.0,68.6,100.1,6.5,7.8,6.4,0,93.5,0
ATH-102,Player 25,Redstone Athletic,Centre Back,22,7,2026-01-22,74.6,72.9,70.0,6.2,7.1,6.0,0,99.6,0
ATH-102,Player 25,Redstone Athletic,Centre Back,22,8,2026-02-02,78.9,75.4,72.9,4.9,6.3,6.6,0,100.0,0
ATH-102,Player 25,Redstone Athletic,Centre Back,22,9,2026-01-19,86.1,74.3,73.3,6.5,7.9,6.3,0,100.0,0
ATH-102,Player 25,Redstone Athletic,Centre Back,22,10,2026-01-21,83.5,69.3,68.7,4.7,9.4,7.2,0,100.0,0
ATH-102,Player 25,Redstone Athletic,Centre Back,22,11,2026-02-14,75.2,75.2,64.6,5.2,10.5,7.4,0,100.0,0
ATH-102,Player 25,Redstone Athletic,Centre Back,22,12,2026-02-06,76.5,57.5,91.2,5.9,8.3,6.2,0,99.1,0
